-2.137000000000000000e+03,-2.855000000000000000e+03,-2.319000000000000000e+03,-4.022000000000000000e+03,-3.489000000000000000e+03,-2.492000000000000000e+03,-3.597000000000000000e+03,-2.097000000000000000e+03,-2.569000000000000000e+03,-1.810000000000000000e+03,-2.185000000000000000e+03,-1.866000000000000000e+03
-2.917000000000000000e+03,-2.617000000000000000e+03,-2.283000000000000000e+03,-3.786000000000000000e+03,-1.595000000000000000e+03,-2.579000000000000000e+03,-3.098000000000000000e+03,-2.022000000000000000e+03,-2.854000000000000000e+03,-1.555000000000000000e+03,-2.130000000000000000e+03,-2.946000000000000000e+03
-3.461000000000000000e+03,-2.736000000000000000e+03,-3.270000000000000000e+03,-2.623000000000000000e+03,-1.107000000000000000e+03,-3.606000000000000000e+03,-2.568000000000000000e+03,-1.743000000000000000e+03,-2.154000000000000000e+03,-1.834000000000000000e+03,-2.471000000000000000e+03,-2.892000000000000000e+03
-3.144000000000000000e+03,-2.801000000000000000e+03,-3.806000000000000000e+03,-2.378000000000000000e+03,-1.939000000000000000e+03,-4.175000000000000000e+03,-3.405000000000000000e+03,-2.075000000000000000e+03,-1.471000000000000000e+03,-2.003000000000000000e+03,-2.762000000000000000e+03,-1.841000000000000000e+03
-2.543000000000000000e+03,-3.157000000000000000e+03,-2.920000000000000000e+03,-2.491000000000000000e+03,-2.895000000000000000e+03,-2.975000000000000000e+03,-3.130000000000000000e+03,-3.393000000000000000e+03,-8.310000000000000000e+02,-1.677000000000000000e+03,-2.443000000000000000e+03,-1.545000000000000000e+03
-2.048000000000000000e+03,-2.982000000000000000e+03,-1.843000000000000000e+03,-2.793000000000000000e+03,-3.713000000000000000e+03,-2.525000000000000000e+03,-2.328000000000000000e+03,-4.365000000000000000e+03,-8.690000000000000000e+02,-1.426000000000000000e+03,-2.353000000000000000e+03,-2.264000000000000000e+03
-2.029000000000000000e+03,-2.342000000000000000e+03,-1.880000000000000000e+03,-3.470000000000000000e+03,-3.862000000000000000e+03,-2.871000000000000000e+03,-3.073000000000000000e+03,-3.665000000000000000e+03,-1.532000000000000000e+03,-2.246000000000000000e+03,-2.523000000000000000e+03,-2.513000000000000000e+03
-2.370000000000000000e+03,-2.693000000000000000e+03,-2.723000000000000000e+03,-3.644000000000000000e+03,-2.369000000000000000e+03,-2.565000000000000000e+03,-3.702000000000000000e+03,-2.100000000000000000e+03,-1.607000000000000000e+03,-2.972000000000000000e+03,-2.418000000000000000e+03,-1.983000000000000000e+03
-2.850000000000000000e+03,-3.369000000000000000e+03,-3.596000000000000000e+03,-3.283000000000000000e+03,-1.416000000000000000e+03,-2.651000000000000000e+03,-3.292000000000000000e+03,-1.422000000000000000e+03,-1.508000000000000000e+03,-2.213000000000000000e+03,-2.231000000000000000e+03,-1.833000000000000000e+03
-3.434000000000000000e+03,-2.999000000000000000e+03,-3.885000000000000000e+03,-2.943000000000000000e+03,-2.786000000000000000e+03,-3.473000000000000000e+03,-3.122000000000000000e+03,-1.916000000000000000e+03,-2.157000000000000000e+03,-1.350000000000000000e+03,-2.262000000000000000e+03,-2.398000000000000000e+03
